Outcome, Balls, Called_Strikes, Whiffs, Fouls, EV, LA, Sprint_Speed
Home Run, 0, 1, 0, 0, 102.1, 30, 28.2
Groundout, 1, 0, 0, 0, 70.5, -14, 28.2
Fielders Choice, 0, 1, 0, 0, 90.3, -9, 28.2
Groundout, 0, 1, 0, 0, 65.0, None, 28.2
Strikeout, 0, 1, 1, 2, None, None, 28.2
Flyout, 0, 0, 0, 0, 86.6, 30, 28.2
Double, 2, 0, 1, 0, 100.4, -1, 28.2
Single, 2, 0, 0, 0, 88.3, 6, 28.2
Groundout, 2, 0, 1, 0, 84.1, -3, 28.2
Strikeout, 2, 0, 2, 2, None, None, 28.2
Single, 1, 0, 1, 0, 91.0, 13, 28.2
Strikeout, 1, 1, 1, 1, None, None, 28.2
GIDP, 0, 1, 0, 0, 70.3, -2, 28.2
Groundout, 1, 0, 0, 1, 65.2, -29, 28.2
Single, 2, 0, 0, 0, 91.0, 15, 28.2
Pop Out, 2, 0, 1, 2, 60.1, 34, 28.2
Single, 2, 1, 0, 2, 93.0, 12, 23.7
Groundout, 0, 1, 0, 0, 87.4, 5, 23.7
Flyout, 1, 0, 0, 0, 94.8, 39, 23.7
Pop Out, 0, 0, 0, 1, 77.4, 68, 23.7
Flyout, 3, 1, 0, 2, 82.9, 33, 23.7
Walk, 4, 0, 0, 0, None, None, 23.7
Lineout, 1, 1, 0, 0, 88.3, 24, 23.7
Flyout, 3, 1, 0, 2, 82.9, 33, 23.7
Walk, 4, 0, 0, 0, None, None, 23.7
Lineout, 1, 1, 0, 0, 88.3, 24, 23.7
Forceout, 2, 1, 0, 0, 76.4, 10, 23.7
Groundout, 2, 0, 1, 0, 75.2, -2, 23.7
GIDP, 0, 1, 0, 1, 96.7, 5, 23.7
Single, 0, 2, 0, 0, 58.3, 20, 23.7
Strikeout, 2, 2, 0, 3, None, None, 23.7
Groundout, 2, 0, 1, 1, 108.1, -17, 23.7
Strikeout, 1, 1, 1, 2, None, None, 23.7
Walk, 4, 1, 0, 0, None, None, 23.7
Flyout, 3, 2, 0, 1, 89.0, 35, 23.7
Strikeout, 1, 1, 1, 1, None, None, 23.7
Strikeout, 3, 0, 2, 1, None, None, 23.7
Flyout, 3, 0, 1, 2, 100.5, 38, 23.7
Flyout, 0, 0, 0, 0, 79.5, 32, 23.7
Strikeout, 1, 2, 1, 0, None, None, 23.7
Walk, 4, 0, 0, 0, None, None, 23.7
Groundout, 2, 1, 0, 2, 76.6, -27, 23.7
Strikeout, 1, 1, 2, 1, None, None, 23.7
GIDP, 1, 0, 1, 2, 54.9, 3, 23.7
Lineout, 1, 1, 0, 2, 87.2, 25, 23.7
Groundout, 0, 0, 0, 0, 107.5, -13, 23.7
Strikeout, 0, 1, 1, 1, None, None, 23.7
Walk, 4, 0, 1, 1, None, None, 23.7
Strikeout, 0, 1, 2, 0, None, None, 23.7
Strikeout, 0, 2, 1, 0, None, None, 23.7
Lineout, 1, 1, 0, 0, 98.3, 7, 23.7
Groundout, 0, 1, 0, 1, 69.7, -13, 23.7
Lineout, 1, 0, 0, 1, 94.1, 25, 23.7
Groundout, 3, 1, 0, 0, 105.1, 6, 23.7
Groundout, 0, 0, 0, 0, 79.3, -4, 23.7
Flyout, 3, 0, 0, 1, 83.7, 29, 23.7
Strikeout, 0, 1, 2, 1, None, None, 23.7
Single, 1, 0, 1, 1, 74.7, 8, 23.7
Walk, 4, 1, 0, 0, None, None, 23.7
Bunt Groundout, 0, 0, 0, 0, None, None, 23.7
Groundout, 1, 0, 1, 1, 76.8, -8, 23.7
Walk, 4, 1, 0, 1, None, None, 23.7
Walk, 4, 0, 1, 0, None, None, 23.7
Walk, 4, 2, 0, 1, None, None, 23.7
Double, 1, 1, 0, 0, 101.6, 10, 23.7
Lineout, 1, 1, 0, 5, 97.4, 17, 23.7
Pop Out, 2, 0, 0, 1, 84.2, 81, 23.7
Walk, 4, 1, 0, 0, None, None, 23.7
Flyout, 2, 2, 0, 1, 99.0, 29, 23.7
Home Run, 1, 0, 0, 0, 98.5, 34, 23.7
Walk, 4, 1, 0, 2, None, None, 23.7
Single, 2, 0, 0, 1, 95.3, 17, 23.7
Groundout, 3, 2, 0, 1, 75.0, 9, 23.7
Hit By Pitch, 0, 1, 0, 0, None, None, 23.7
Strikeout, 1, 1, 1, 1, None, None, 23.7
Walk, 4, 0, 0, 0, None, None, 23.7
Fielders Choice Out, 3, 1, 0, 0, 28.9, -16, 23.7
Strikeout, 1, 2, 1, 1, None, None, 23.7
Strikeout, 1, 1, 1, 1, None, None, 23.7
Strikeout, 2, 1, 2, 0, None, None, 23.7
Strikeout, 2, 2, 1, 0, None, None, 23.7
Strikeout, 1, 0, 3, 0, None, None, 23.7
Strikeout, 3, 1, 1, 1, None, None, 23.7
Strikeout, 1, 1, 2, 0, None, None, 23.7
Home Run, 0, 0, 0, 0, 103.9, 31, 23.7
Single, 2, 1, 1, 0, 28.9, -36, 23.7
Pop Out, 2, 2, 0, 0, 73.9, 76, 23.7
Groundout, 2, 1, 1, 0, 74.7, -23, 23.7
Strikeout, 0, 1, 2, 1, None, None, 23.7
Flyout, 0, 1, 0, 0, 90.9, 42, 23.7
Walk, 4, 1, 0, 2, None, None, 23.7
Single, 0, 0, 1, 0, 104.8, 10, 23.7
Strikeout, 2, 2, 1, 1, None, None, 23.7
Groundout, 0, 1, 0, 0, 69.7, -4, 23.7
Flyout, 0, 0, 0, 0, 88.1, 50, 23.7
Lineout, 0, 0, 1, 0, 70.1, 15, 23.7
Pop Out, 2, 1, 1, 2, 81.1, 67, 23.7
Walk, 4, 1, 1, 2, None, None, 23.7
Strikeout, 1, 1, 2, 0, None, None, 23.7
Walk, 4, 0, 1, 0, None, None, 23.7
Strikeout, 3, 1, 1, 1, None, None, 26.7
Single, 0, 1, 0, 2, 74.9, 31, 26.7
Double, 1, 0, 1, 1, 102.2, 12, 26.7
Single, 0, 0, 0, 0, 78.3, 6, 26.7
Groundout, 2, 1, 1, 3, 78.9, -33, 26.7
Groundout, 2, 1, 1, 0, 92.6, 5, 26.7
Flyout, 0, 0, 0, 0, 89.8, 47, 26.7
Single, 1, 0, 1, 0, 85.4, 11, 26.7
Forceout, 2, 0, 1, 0, 81.2, 1, 26.7
Strikeout, 1, 2, 0, 4, None, None, 26.7
Walk, 4, 2, 0, 1, None, None, 26.7
Flyout, 1, 2, 0, 3, 91.7, 34, 26.7
Flyout, 2, 1, 1, 2, 97.8, 35, 26.7
Lineout, 1, 0, 0, 0, 101.0, 19, 26.7
Walk, 4, 1, 0, 0, None, None, 26.7
Groundout, 2, 0, 0, 1, 103.4, -3, 26.7
Flyout, 1, 1, 1, 0, 95.7, 42, 26.7
Pop Out, 0, 0, 0, 0, 84.7, 57, 26.7
Double, 0, 1, 0, 1, 99.2, 28, 26.7
Groundout, 0, 0, 0, 2, 71.0, 3, 26.7
Pop Out, 0, 0, 0, 2, 85.6, 53, 26.7
Flyout, 0, 1, 0, 0, 96.8, 49, 26.7
Strikeout, 3, 0, 3, 0, None, None, 26.7
Groundout, 0, 1, 0, 0, 74.8, -66, 26.7
Flyout, 2, 1, 1, 2, 91.6, 28, 26.7
Groundout, 1, 0, 0, 0, 69.3, 6, 26.7
Single, 0, 0, 0, 2, 70.3, 32, 26.7
Flyout, 1, 0, 0, 0, 93.8, 39, 26.7
Single, 3, 0, 1, 1, 103.6, 12, 26.7
Strikeout, 0, 1, 1, 1, None, None, 26.7
Single, 2, 1, 1, 0, 88.0, 7, 26.7
Strikeout, 2, 1, 1, 1, None, None, 26.7
Groundout, 0, 0, 0, 0, 70.6, -20, 26.7
Groundout, 0, 0, 0, 0, 68.3, -40, 26.7
Flyout, 2, 1, 1, 1, 78.3, 36, 26.7
Flyout, 3, 0, 0, 1, 91.1, 42, 26.7
Single, 0, 0, 0, 0, 89.8, 16, 26.7
Groundout, 1, 1, 1, 0, 75.8, 8, 26.7
Walk, 4, 1, 0, 1, None, None, 26.7
Lineout, 1, 1, 0, 1, 84.7, 25, 26.7
Single, 1, 0, 1, 0, 89.3, -14, 26.7
Triple, 1, 0, 0, 0, 98.6, 30, 26.7
Groundout, 0, 1, 1, 1, 68.8, -42, 26.7
Strikeout, 1, 1, 1, 1, None, None, 26.7
Strikeout, 2, 0, 3, 2, None, None, 26.7
Field Error, 2, 1, 1, 2, 90.1, 5, 26.7
Sac Fly, 1, 0, 0, 1, 81.1, 43, 26.7
Flyout, 0, 0, 0, 0, 84.3, 37, 26.7
Strikeout, 0, 1, 1, 1, None, None, 26.7
Flyout, 3, 1, 0, 0, 85.1, 60, 26.7
Groundout, 1, 1, 0, 0, 68.6, -16, 26.7
Strikeout, 2, 1, 1, 1, None, None, 26.7
Single, 0, 0, 0, 0, 88.1, -27, 26.7
Flyout, 0, 0, 0, 1, 76.4, 41, 26.7
Pop Out, 0, 1, 1, 0, 90.4, 72, 26.7
Strikeout, 2, 0, 2, 1, None, None, 26.7
Walk, 4, 1, 0, 1, None, None, 26.7
Lineout, 1, 0, 0, 0, 98.1, 11, 26.7
Strikeout, 3, 2, 1, 3, None, None, 26.7
Single, 2, 0, 0, 2, 95.4, 13, 26.7
Strikeout, 0, 1, 2, 0, None, None, 26.7
Single, 0, 0, 1, 0, 92.9, 15, 26.7
Strikeout, 2, 0, 2, 1, None, None, 26.7
Strikeout, 1, 2, 0, 1, None, None, 26.7
Groundout, 1, 1, 0, 0, 93.5, -1, 26.7
Flyout, 2, 1, 0, 1, 89.4, 28, 26.7
Strikeout, 1, 0, 2, 2, None, None, 26.7
Strikeout, 0, 1, 2, 0, None, None, 26.7
Strikeout, 1, 0, 1, 2, None, None, 26.7
Lineout, 0, 0, 0, 0, 96.4, 17, 26.7
Groundout, 0, 0, 0, 0, None, None, 26.7
Strikeout, 1, 0, 3, 0, None, None, 26.7
Strikeout, 1, 0, 1, 3, None, None, 26.7
Flyout, 0, 0, 0, 0, 81.4, 33, 26.7
Hit By Pitch, 0, 0, 0, 1, None, None, 26.7
Groundout, 3, 0, 0, 1, 76.0, 3, 26.7
Flyout, 1, 0, 1, 1, 80.1, 42, 26.7
Strikeout, 2, 0, 2, 1, None, None, 26.7
Strikeout, 1, 2, 0, 1, None, None, 26.7
Pop Out, 2, 0, 1, 0, 89.5, 70, 26.7
Single, 0, 1, 0, 0, 97.8, -6, 26.7
Groundout, 0, 1, 0, 0, 92.7, 2, 26.7
Groundout, 1, 0, 0, 1, 98.0, 1, 26.7
Strikeout, 2, 1, 2, 0, None, None, 26.7
Pop Out, 1, 0, 0, 0, 69.8, 78, 26.7
Groundout, 0, 0, 1, 0, 78.0, -8, 26.7
Strikeout, 2, 2, 1, 1, None, None, 26.7
Flyout, 2, 0, 0, 1, 99.1, 41, 26.7
Strikeout, 2, 1, 2, 0, None, None, 26.7
Strikeout, 2, 0, 2, 1, None, None, 26.7
Groundout, 2, 1, 1, 5, 91.5, 2, 26.7
Strikeout, 1, 1, 2, 0, None, None, 26.7
Forceout, 0, 0, 1, 0, 68.5, -50, 26.7
Triple, 3, 1, 0, 0, 84.4, 10, 26.7
Flyout, 2, 0, 0, 2, 77.0, 42, 26.7
Strikeout, 0, 0, 3, 0, None, None, 26.7
Strikeout, 2, 0, 1, 2, None, None, 26.7
Flyout, 2, 0, 1, 1, 77.8, 29, 26.7
Single, 2, 0, 1, 2, 72.9, 19, 26.7
Groundout, 2, 1, 1, 3, None, None, 25.2
Strikeout, 1, 2, 0, 2, None, None, 25.2
Home Run, 1, 1, 0, 0, 98.4, 27, 25.2
Strikeout, 3, 0, 2, 1, None, None, 25.2
Home Run, 0, 0, 0, 0, 102.0, 22, 25.2
Pop Out, 2, 1, 0, 1, 76.4, 80, 25.2
Walk, 4, 1, 1, 1, None, None, 25.2
Groundout, 0, 0, 0, 0, 71.3, -40, 25.2
Flyout, 1, 0, 0, 1, 79.4, 31, 25.2
Strikeout, 1, 0, 2, 1, None, None, 25.2
Strikeout, 2, 1, 1, 1, None, None, 25.2
Pop Out, 1, 1, 0, 1, 87.1, 69, 25.2
Strikeout, 2, 1, 1, 2, None, None, 25.2
Home Run, 2, 0, 0, 1, 105.2, 25, 25.2
Single, 0, 0, 0, 0, 96.1, 13, 25.2
GIDP, 3, 0, 1, 3, 93.2, -27, 25.2
Strikeout, 1, 2, 1, 0, None, None, 25.2
Strikeout, 3, 1, 1, 1, None, None, 25.2
Single, 1, 0, 0, 0, 104.4, -2, 25.2
Single, 1, 0, 0, 2, 67.3, 6, 25.2
Fielders Choice, 0, 0, 1, 0, 87.0, -39, 25.2
Walk, 4, 1, 1, 0, None, None, 25.2
Single, 2, 0, 0, 1, 101.9, 9, 25.2
Sac Fly, 0, 0, 0, 1, 94.7, 35, 25.2
Flyout, 0, 1, 0, 0, 93.0, 31, 25.2
Field Error, 1, 0, 0, 1, 47.8, -68, 25.2
Forceout, 0, 0, 0, 1, 69.9, -4, 25.2
Single, 1, 0, 0, 2, 93.7, -3, 25.2
Walk, 4, 1, 0, 3, None, None, 25.2
Lineout, 0, 0, 0, 0, 107.7, 16, 25.2
Strikeout, 2, 1, 2, 0, None, None, 25.2
Strikeout, 2, 0, 2, 1, None, None, 25.2
Groundout, 2, 1, 0, 4, 79.8, -9, 25.2
Strikeout, 1, 0, 2, 3, None, None, 25.2
Field Error, 1, 0, 0, 0, 98.6, -14, 25.2
Walk, 4, 1, 1, 2, None, None, 25.2
Groundout, 0, 2, 0, 0, 99.2, 5, 25.2
Pop Out, 1, 0, 1, 0, 90.5, 75, 25.2
Groundout, 1, 0, 0, 1, 46.3, -61, 25.2
Flyout, 2, 0, 1, 1, 84.4, 45, 25.2
Strikeout, 0, 2, 1, 0, None, None, 25.2
Strikeout, 1, 0, 2, 2, None, None, 25.2
Single, 1, 0, 1, 0, 103.8, 12, 25.2
Lineout, 2, 0, 1, 0, 86.5, 25, 25.2
Double, 1, 1, 1, 0, 100.5, 12, 25.2
Groundout, 1, 0, 1, 1, 86.9, -8, 25.2
Strikeout, 2, 1, 2, 0, None, None, 25.2
Groundout, 0, 0, 0, 0, 64.1, -22, 25.2
Groundout, 1, 0, 0, 0, 73.8, -9, 25.2
Home Run, 2, 0, 1, 1, 97.8, 26, 25.2
Strikeout, 2, 1, 1, 1, None, None, 25.2
Flyout, 0, 0, 1, 0, 82.3, 34, 25.2
Strikeout, 3, 1, 1, 1, None, None, 25.2
Strikeout, 2, 1, 2, 0, None, None, 25.2
Single, 0, 0, 0, 1, 66.7, 35, 25.2
Lineout, 0, 0, 0, 2, 85.5, 25, 25.2
Home Run, 0, 0, 0, 1, 97.9, 41, 25.2
Groundout, 1, 0, 0, 1, 46.3, -61, 25.2
Flyout, 2, 0, 1, 1, 84.4, 45, 25.2
Strikeout, 0, 2, 1, 0, None, None, 25.2
Strikeout, 1, 0, 2, 2, None, None, 25.2
Groundout, 2, 0, 0, 1, 72.0, None, 25.2
Walk, 4, 1, 1, 0, None, None, 25.2
Sac Bunt, 0, 0, 0, 0, 35.1, -43, 25.2
Groundout, 0, 0, 0, 0, 59.1, -23, 25.2
Lineout, 0, 0, 0, 1, 98.2, 23, 25.2
Home Run, 1, 0, 1, 0, 91.5, 33, 25.2
Walk, 4, 2, 0, 2, None, None, 25.2
Strikeout, 1, 1, 1, 1, None, None, 25.2
Strikeout, 2, 1, 2, 0, None, None, 25.2
Strikeout, 0, 2, 1, 0, None, None, 25.2
Walk, 4, 1, 0, 0, None, None, 25.2
Pop Out, 0, 0, 0, 1, 82.1, 74, 25.2
Pop Out, 2, 1, 0, 0, 72.9, 62, 25.2
Groundout, 3, 1, 0, 4, 88.9, 5, 25.2
Lineout, 0, 1, 0, 0, 98.5, 22, 25.2
Flyout, 1, 1, 0, 0, 90.0, 50, 25.2
Groundout, 1, 1, 1, 0, 66.0, -34, 25.2
Double, 0, 1, 0, 1, 101.9, 21, 25.2
Groundout, 2, 0, 0, 1, 103.7, -17, 25.2
Pop Out, 2, 1, 0, 2, 83.2, 67, 25.2
Strikeout, 3, 1, 2, 0, None, None, 25.2
Strikeout, 1, 1, 1, 2, None, None, 25.2
Single, 2, 0, 0, 0, 63.4, None, 25.2
Flyout, 0, 0, 1, 0, 82.7, 36, 25.2
Walk, 4, 0, 0, 0, None, None, 25.2
Groundout, 3, 0, 2, 0, 91.2, -3, 25.2
Groundout, 3, 1, 0, 1, 102.2, 4, 25.2
Flyout, 0, 0, 0, 1, 93.4, 44, 25.2
Groundout, 1, 1, 0, 3, 62.5, -31, 25.2
Walk, 4, 0, 1, 3, None, None, 25.2
Strikeout, 0, 1, 1, 2, None, None, 25.2
Flyout, 1, 0, 1, 0, 81.5, 34, 25.2
Strikeout, 0, 0, 3, 1, None, None, 25.2
Flyout, 0, 0, 0, 0, 86.8, 54, 25.2
Single, 3, 0, 1, 2, 94.3, 17, 25.2
Strikeout, 1, 0, 2, 2, None, None, 25.2
Double, 0, 1, 0, 0, 92.6, 26, 25.2
Groundout, 0, 0, 0, 0, 85.5, -17, 25.2
Groundout, 0, 0, 0, 0, 97.9, -4, 25.2
Strikeout, 1, 1, 1, 3, None, None, 25.2
Pop Out, 2, 0, 1, 1, 76.3, 73, 25.2
Strikeout, 2, 0, 3, 0, None, None, 25.2
Flyout, 0, 0, 0, 1, 93.1, 45, 25.2
GIDP, 1, 1, 0, 0, 97.3, -10, 25.2
Groundout, 1, 1, 0, 1, 93.2, -14, 25.2
Strikeout, 0, 0, 2, 2, None, None, 25.2
Home Run, 1, 0, 0, 0, 100.6, 24, 25.2
Single, 2, 1, 1, 1, 98.8, -13, 25.2
Groundout, 1, 0, 1, 1, 83.9, -17, 25.2
Strikeout, 2, 0, 3, 0, None, None, 25.2
Strikeout, 1, 1, 1, 2, None, None, 25.2
Groundout, 0, 0, 0, 0, 80.1, -44, 25.2
Groundout, 2, 0, 2, 0, 98.0, -12, 25.2
Lineout, 2, 1, 0, 2, 96.2, 22, 25.2
Walk, 4, 1, 0, 4, None, None, 25.2
GIDP, 0, 0, 0, 0, 82.6, 3, 25.2
Groundout, 3, 0, 0, 2, 57.8, -57, 25.2
Single, 2, 0, 0, 0, 104.9, 4, 25.2
Strikeout, 2, 0, 2, 1, None, None, 25.2
Pop Out, 1, 1, 0, 0, 79.5, 62, 25.2
Single, 0, 0, 0, 0, 108.5, 9, 25.2
Walk, 4, 0, 0, 0, None, None, 25.2
Flyout, 0, 0, 0, 0, 95.8, 41, 25.2
Lineout, 3, 1, 0, 0, 105.8, 19, 25.2
Walk, 4, 1, 0, 0, None, None, 25.2
Single, 1, 1, 0, 2, 102.3, 15, 25.2
Flyout, 2, 0, 0, 4, 82.2, 39, 25.2
Single, 0, 1, 0, 0, 96.5, 14, 25.2
Groundout, 0, 0, 0, 0, 89.4, -11, 25.2
Flyout, 0, 0, 0, 0, 69.1, 49, 25.2
Field Error, 1, 0, 0, 1, 47.8, -68, 25.2
Forceout, 0, 0, 0, 1, 69.9, -4, 25.2
Single, 1, 0, 0, 2, 93.7, -3, 25.2
Groundout, 1, 0, 0, 0, 52.4, -71, 25.2
Home Run, 1, 0, 0, 1, 101.7, 35, 25.2
Strikeout, 2, 1, 0, 2, None, None, 25.2
Pop Out, 1, 0, 0, 1, 87.1, 69, 25.2
Double, 1, 0, 0, 0, 104.9, 4, 25.2
Strikeout, 2, 0, 2, 1, None, None, 25.2
Strikeout, 1, 0, 2, 1, None, None, 25.2
Single, 1, 0, 1, 1, 100.8, 12, 25.2
Single, 0, 1, 0, 0, 94.1, -4, 25.2
Strikeout, 3, 0, 2, 1, None, None, 25.2
Single, 2, 0, 0, 0, 102.0, 4, 25.2
Groundout, 0, 0, 0, 0, 65.2, 6, 25.2
Home Run, 3, 2, 0, 0, 107.0, 20, 25.2
Flyout, 1, 1, 0, 0, 103.6, 24, 25.2
Pop Out, 2, 1, 0, 1, 85.8, 76, 25.2
Double, 0, 0, 0, 0, 100.9, 20, 25.2
Walk, 4, 0, 1, 3, None, None, 25.2
Lineout, 1, 0, 0, 0, 99.2, 24, 25.2
Groundout, 0, 0, 0, 0, 91.0, -12, 25.2
Single, 2, 2, 0, 0, 67.6, 31, 25.2
Flyout, 2, 1, 0, 1, 84.0, 36, 25.2
Walk, 4, 0, 0, 1, None, None, 25.2
Single, 2, 2, 0, 0, 67.6, 31, 25.2
Flyout, 2, 1, 0, 1, 84.0, 36, 25.2
Walk, 4, 0, 0, 1, None, None, 25.2
Flyout, 2, 0, 1, 0, 96.5, 40, 25.2
Groundout, 3, 1, 0, 1, 89.7, -14, 25.2
Groundout, 2, 1, 1, 0, 59.1, -74, 25.2
Strikeout, 1, 1, 2, 0, None, None, 25.2
Strikeout, 1, 2, 0, 1, None, None, 25.2
Lineout, 0, 0, 0, 1, 100.1, 21, 25.2
Groundout, 1, 0, 1, 0, 76.2, -29, 25.2
Strikeout, 2, 1, 1, 2, None, None, 25.2
Single, 1, 0, 0, 0, 85.1, 15, 25.2
Groundout, 2, 1, 0, 1, 68.1, -29, 25.2
Flyout, 0, 1, 0, 0, 88.6, 33, 25.2
Groundout, 2, 0, 0, 0, 78.6, -8, 25.2
Walk, 4, 1, 1, 2, None, None, 25.2
Strikeout, 1, 0, 2, 1, None, None, 25.2
Groundout, 0, 1, 0, 2, 105.5, -26, 25.2
GIDP, 1, 0, 0, 0, 76.9, -39, 25.2
Pop Out, 0, 1, 0, 1, 81.5, 63, 25.2
Strikeout, 2, 2, 1, 0, None, None, 25.2
Strikeout, 0, 0, 2, 2, None, None, 25.2
Home Run, 1, 0, 0, 0, 100.6, 24, 25.2
Single, 2, 1, 1, 1, 98.8, -13, 25.2
Groundout, 1, 0, 1, 1, 83.9, -17, 25.2
Walk, 4, 0, 1, 1, None, None, 25.2
Single, 0, 0, 0, 0, 99.0, 12, 25.2
Strikeout, 1, 0, 1, 3, None, None, 25.2
Groundout, 0, 0, 0, 0, 55.8, -78, 25.2
Groundout, 1, 0, 1, 0, 79.9, -15, 25.2
Strikeout, 1, 2, 1, 0, None, None, 25.2
Forceout, 0, 0, 0, 1, 54.9, 7, 25.2
Groundout, 1, 0, 0, 0, 96.2, -7, 25.2
Lineout, 3, 0, 1, 0, 100.2, 20, 25.2
Groundout, 0, 1, 0, 1, 78.6, 6, 25.2
Strikeout, 0, 2, 1, 0, None, None, 25.2
Strikeout, 3, 2, 0, 2, None, None, 25.2
Groundout, 1, 0, 1, 0, 90.9, -11, 25.2
Double, 0, 0, 0, 0, 99.3, 18, 25.2
Double, 3, 1, 0, 2, 95.4, 39, 25.2
Flyout, 1, 0, 1, 0, 75.5, 49, 25.2
Strikeout, 1, 0, 1, 2, None, None, 25.2
Lineout, 0, 0, 0, 0, 102.4, 5, 25.2
Groundout, 0, 0, 1, 0, 82.1, -25, 25.2
Single, 0, 0, 0, 0, 98.3, -10, 25.2
Double, 2, 0, 0, 0, 101.4, 18, 25.2
Double, 2, 0, 0, 4, 101.7, 23, 25.2
Groundout, 3, 0, 2, 0, 99.7, 6, 25.2
Flyout, 3, 1, 0, 2, 79.0, 36, 25.2
Groundout, 1, 1, 0, 0, 89.5, 6, 25.2
Groundout, 0, 2, 0, 1, 82.2, -3, 25.2
Forceout, 0, 0, 0, 0, 104.2, 6, 25.2
Groundout, 0, 0, 1, 0, 85.3, -31, 25.2
Groundout, 0, 1, 0, 0, 92.9, -12, 25.2
Double, 2, 0, 0, 0, 98.5, 24, 25.2
Strikeout, 2, 2, 1, 0, None, None, 25.2
Groundout, 2, 1, 0, 1, 101.5, -6, 25.2
Pop Out, 1, 0, 1, 1, 79.0, 65, 25.2
Groundout, 2, 1, 1, 0, 84.3, -6, 25.2
Double, 1, 0, 0, 0, 109.0, 17, 25.2
Strikeout, 2, 1, 2, 0, None, None, 25.2
Single, 1, 0, 1, 1, 88.7, 16, 26.2
Forceout, 1, 0, 1, 0, 88.9, 7, 26.2
Home Run, 1, 0, 0, 1, 96.2, 30, 26.2
Single, 2, 0, 0, 0, 102.2, 7, 26.2
Home Run, 2, 2, 0, 1, 101.5, 28, 26.2
Strikeout, 0, 2, 1, 0, None, None, 26.2
Groundout, 0, 1, 0, 0, 84.5, -17, 26.2
Strikeout, 3, 1, 2, 0, None, None, 26.2
Home Run, 2, 2, 0, 1, 101.5, 28, 26.2
Strikeout, 0, 2, 1, 0, None, None, 26.2
Groundout, 0, 1, 0, 0, 84.5, -17, 26.2
Strikeout, 3, 1, 2, 0, None, None, 26.2
Hit By Pitch, 1, 0, 1, 1, None, None, 26.2
Hit By Pitch, 2, 0, 0, 2, None, None, 26.2
Flyout, 3, 1, 0, 2, 81.3, 54, 26.2
Groundout, 3, 2, 0, 0, 83.6, -4, 26.2
Groundout, 1, 1, 0, 0, 102.2, 1, 26.2
Strikeout, 2, 1, 1, 1, None, None, 26.2
Pop Out, 2, 1, 0, 0, 81.2, 72, 26.2
Single, 2, 0, 1, 1, 97.3, 13, 26.2
Strikeout, 1, 1, 1, 1, None, None, 26.2
GIDP, 0, 0, 0, 0, 77.0, 3, 26.2
Groundout, 2, 0, 0, 2, 55.4, 21, 26.2
Strikeout, 1, 0, 2, 1, None, None, 26.2
Strikeout, 2, 2, 1, 0, None, None, 26.2
Groundout, 2, 1, 0, 1, 85.7, -43, 26.2
Single, 1, 2, 0, 0, 87.6, -24, 26.2
Single, 3, 1, 1, 2, 105.2, 7, 26.2
Home Run, 3, 0, 1, 3, 108.5, 26, 26.2
Strikeout, 3, 1, 0, 2, None, None, 26.2
Single, 1, 0, 0, 0, 77.3, 30, 26.2
Strikeout, 3, 1, 1, 1, None, None, 26.2
Single, 3, 1, 0, 0, 99.0, 17, 26.2
Groundout, 1, 1, 1, 0, 69.8, -40, 26.2
Groundout, 1, 1, 1, 0, 69.3, 4, 26.2
Single, 1, 0, 1, 1, 99.1, 5, 26.2
Walk, 4, 1, 0, 1, None, None, 26.2
Lineout, 2, 0, 0, 2, 107.8, 10, 26.2
Single, 0, 0, 0, 1, 98.8, 10, 26.2
Walk, 4, 2, 0, 0, None, None, 26.2
Groundout, 1, 0, 0, 0, 64.7, -20, 26.2
Strikeout, 2, 1, 2, 1, None, None, 26.2
Strikeout, 3, 2, 1, 0, None, None, 26.2
Groundout, 1, 0, 0, 0, 64.7, -20, 26.2
Strikeout, 2, 1, 2, 1, None, None, 26.2
Strikeout, 3, 2, 1, 0, None, None, 26.2
Lineout, 1, 1, 0, 0, 96.1, 9, 26.2
Flyout, 2, 1, 1, 2, 102.3, 36, 26.2
Groundout, 0, 0, 0, 1, 90.2, -5, 26.2
Strikeout, 2, 2, 1, 0, None, None, 26.2
Single, 1, 0, 0, 2, 77.7, 18, 26.2
Single, 1, 0, 1, 0, 96.3, 17, 26.2
Single, 1, 0, 0, 0, 105.2, 6, 26.2
Pop Out, 3, 1, 0, 1, 69.8, 48, 26.2
Flyout, 0, 0, 0, 1, 85.2, 39, 26.2
Walk, 4, 0, 2, 1, None, None, 26.2
Single, 1, 2, 0, 1, 97.2, 17, 26.2
Strikeout, 1, 0, 3, 0, None, None, 26.2
Lineout, 0, 1, 0, 0, 92.0, 26, 26.2
Hit By Pitch, 0, 1, 0, 1, None, None, 26.2
Sac Fly, 1, 1, 0, 2, 94.0, 37, 26.2
Lineout, 0, 1, 0, 1, 98.5, 22, 26.2
Single, 0, 1, 0, 1, 97.6, 8, 26.2
Walk, 4, 1, 0, 0, None, None, 26.2
Double, 1, 0, 0, 1, 78.2, 9, 26.2
Groundout, 2, 2, 0, 0, 94.4, -19, 26.2
Strikeout, 0, 2, 1, 0, None, None, 26.2
Strikeout, 1, 1, 1, 1, None, None, 26.2
Double, 0, 0, 0, 2, 92.9, 21, 26.2
Walk, 4, 1, 0, 0, None, None, 26.2
Forceout, 0, 0, 1, 0, 101.5, -12, 26.2
Strikeout, 1, 1, 1, 1, None, None, 26.2
